"fov","cell_ID","x_global_px","y_global_px","x_local_px","y_local_px","z","target","CellComp"
9,1075,5524.81333333333,146654.535555556,3791.48,2598.98,8,"VEGFA","Nuclear"
9,1075,5509.20467122396,146654.598402235,3775.87133789062,2599.04284667969,6,"HSPA1B","Nuclear"
9,1075,5533.97737630208,146623.566786024,3800.64404296875,2568.01123046875,6,"NDRG1","Membrane"
9,1075,5528.41634114583,146620.888929579,3795.0830078125,2565.33337402344,6,"IGFBP5","Nuclear"
9,1075,5515.17317708333,146630.145643446,3781.83984375,2574.59008789062,6,"IL16","Nuclear"
9,1075,5521.81331380208,146638.075453016,3788.47998046875,2582.51989746094,6,"SOX4","Nuclear"
9,1075,5518.76228841146,146640.641248915,3785.42895507812,2585.08569335938,6,"ESR1","Nuclear"
9,1075,5505.37361653646,146645.915540907,3772.04028320312,2590.35998535156,6,"NDRG1","Nuclear"
9,1075,5518.71346028646,146620.805677626,3785.38012695312,2565.25012207031,6,"DUSP5","Nuclear"
9,1075,5513.88338216146,146646.030531141,3780.55004882812,2590.47497558594,6,"NDRG1","Nuclear"
9,1075,5519.54988606771,146646.588880751,3786.21655273438,2591.03332519531,6,"CD69","Nuclear"
9,1075,5526.76668294271,146619.52223036,3793.43334960938,2563.96667480469,6,"VEGFA","Nuclear"
9,1075,5528.75008138021,146655.005628798,3795.41674804688,2599.45007324219,6,"HSP90AA1","Nuclear"
9,1075,5526.59065755208,146632.612562391,3793.25732421875,2577.05700683594,4,"JUNB","Nuclear"
9,1075,5530.89583333333,146608.843031141,3797.5625,2553.28747558594,4,"VIM","Cytoplasm"
9,1075,5497.18709309896,146653.415540907,3763.85375976562,2597.85998535156,4,"MAP1LC3B","Membrane"
9,1075,5522.12093098958,146642.430555556,3788.78759765625,2586.875,4,"RPL22","Nuclear"
9,1075,5512.16658528646,146632.933241102,3778.83325195312,2577.37768554688,4,"MALAT1","Membrane"
9,1075,5520.89973958333,146654.788831923,3787.56640625,2599.23327636719,4,"NDRG1","Nuclear"
9,1075,5507.17586263021,146652.698377821,3773.84252929688,2597.14282226562,4,"IGFBP5","Nuclear"
9,1075,5531.10335286458,146638.875623915,3797.77001953125,2583.32006835938,4,"MZT2A","Nuclear"
9,1075,5525.38338216146,146633.588880751,3792.05004882812,2578.03332519531,4,"PDGFC","Nuclear"
9,1075,5521.41341145833,146620.45557997,3788.080078125,2564.90002441406,4,"NDRG1","Nuclear"
9,1075,5523.59993489583,146650.144544813,3790.2666015625,2594.58898925781,4,"KRT18","Nuclear"
9,1075,5521.03328450521,146623.926893446,3787.69995117188,2568.37133789062,4,"SOX4","Nuclear"
9,1075,5534.41292317708,146630.475477431,3801.07958984375,2574.919921875,4,"ETS1","Membrane"
9,1075,5521.43343098958,146625.79554579,3788.10009765625,2570.23999023438,4,"NLRC4","Nuclear"
9,1075,5527.79573567708,146647.255628798,3794.46240234375,2591.70007324219,4,"HILPDA","Nuclear"
9,1075,5526.15828450521,146623.680555556,3792.82495117188,2568.125,4,"RAC1","Nuclear"
9,1075,5530.14973958333,146639.755628798,3796.81640625,2584.20007324219,4,"NEAT1","Nuclear"
9,1075,5520.85335286458,146618.715467665,3787.52001953125,2563.15991210938,4,"BCL2L1","Nuclear"
9,1075,5519.70833333333,146629.405531141,3786.375,2573.84997558594,4,"CCL23","Nuclear"
9,1075,5549.78328450521,146652.568006727,3816.44995117188,2597.01245117188,4,"HSP90B1","Membrane"
9,1075,5517.26180013021,146649.198377821,3783.92846679688,2593.64282226562,4,"FAS","Nuclear"
9,1075,5523.46053059896,146616.419203016,3790.12719726562,2560.86364746094,4,"HLA-A","Nuclear"
9,1075,5508.83333333333,146641.038831923,3775.5,2585.48327636719,4,"VEGFA","Nuclear"
9,1075,5509.23299153646,146653.238905165,3775.89965820312,2597.68334960938,4,"SOX4","Nuclear"
9,1075,5502.30013020833,146651.322157118,3768.966796875,2595.7666015625,7,"IGFBP5","Nuclear"
9,1075,5524.60847981771,146655.255506727,3791.27514648438,2599.69995117188,7,"VEGFA","Nuclear"
9,1075,5500.65828450521,146650.430555556,3767.32495117188,2594.875,7,"SLC2A1","Nuclear"
9,1075,5527.73299153646,146642.788831923,3794.39965820312,2587.23327636719,7,"SQSTM1","Nuclear"
9,1075,5528.51350911458,146638.695570204,3795.18017578125,2583.14001464844,7,"VIM","Nuclear"
9,1075,5520.80623372396,146637.119154188,3787.47290039062,2581.56359863281,7,"ETV5","Nuclear"
9,1075,5513.19441731771,146643.45570204,3779.86108398438,2587.90014648438,7,"JUNB","Nuclear"
9,1075,5493.45833333333,146654.413953993,3760.125,2598.8583984375,7,"IGFBP5","Membrane"
9,1075,5522.39339192708,146638.775526259,3789.06005859375,2583.21997070312,7,"CALB1","Nuclear"
9,1075,5512.01912434896,146641.91273329,3778.68579101562,2586.35717773438,7,"SOX4","Nuclear"
9,1075,5525.92366536458,146652.905531141,3792.59033203125,2597.34997558594,7,"NDRG1","Nuclear"
9,1075,5518.66170247396,146650.441175673,3785.32836914062,2594.88562011719,7,"CSF3","Nuclear"
9,1075,5498.35847981771,146655.047132704,3765.02514648438,2599.49157714844,7,"CD74","Nuclear"
9,1075,5523.41341145833,146649.055555556,3790.080078125,2593.5,7,"MIF","Nuclear"
9,1075,5524.33333333333,146629.288953993,3791,2573.7333984375,7,"EZR","Nuclear"
9,1075,5546.20833333333,146650.243055556,3812.875,2594.6875,7,"SMO","Nuclear"
9,1075,5507.35823567708,146648.780531141,3774.02490234375,2593.22497558594,7,"HMGB2","Nuclear"
9,1075,5525.11336263021,146627.315565321,3791.78002929688,2571.76000976562,7,"JUNB","Nuclear"
9,1075,5514.53328450521,146654.055555556,3781.19995117188,2598.5,7,"IL32","Nuclear"
9,1075,5526.80476888021,146633.526991102,3793.47143554688,2577.97143554688,7,"NEAT1","Nuclear"
9,1075,5528.89314778646,146609.935560438,3795.55981445312,2554.38000488281,7,"SELENOP","Cytoplasm"
9,1075,5539.70442708333,146638.312635634,3806.37109375,2582.75708007812,7,"CLDN4","Nuclear"
9,1075,5518.04671223958,146650.108900282,3784.71337890625,2594.55334472656,7,"JUNB","Nuclear"
9,1075,5517.21931966146,146654.169813368,3783.88598632812,2598.6142578125,7,"ITGAX","Nuclear"
9,1075,5527.69319661458,146655.535536024,3794.35986328125,2599.97998046875,7,"ALCAM","Nuclear"
9,1075,5530.78328450521,146624.33057997,3797.44995117188,2568.77502441406,7,"TIMP1","Membrane"
9,1075,5520.36678059896,146627.722181532,3787.03344726562,2572.16662597656,7,"SOX4","Nuclear"
9,1075,5515.53328450521,146629.755628798,3782.19995117188,2574.20007324219,7,"IL16","Nuclear"
9,1075,5518.88313802083,146620.030531141,3785.5498046875,2564.47497558594,7,"DUSP5","Nuclear"
9,1075,5518.53328450521,146641.45557997,3785.19995117188,2585.90002441406,7,"ESR1","Nuclear"
9,1075,5512.10847981771,146635.980604384,3778.77514648438,2580.42504882812,3,"MT2A","Nuclear"
9,1075,5511.11678059896,146636.838880751,3777.78344726562,2581.28332519531,3,"CD74","Nuclear"
9,1075,5521.28328450521,146653.555555556,3787.94995117188,2598,3,"MIF","Nuclear"
9,1075,5531.98347981771,146617.33057997,3798.65014648438,2561.77502441406,3,"GPX1","Membrane"
9,1075,5542.94734700521,146642.698377821,3809.61401367188,2587.14282226562,3,"CD74","Nuclear"
9,1075,5528.45320638021,146626.595594618,3795.11987304688,2571.0400390625,3,"NDRG1","Nuclear"
9,1075,5532.27864583333,146647.673597548,3798.9453125,2592.11804199219,3,"IER3","Nuclear"
9,1075,5503.22322591146,146647.835584852,3769.88989257812,2592.28002929688,3,"SQSTM1","Nuclear"
9,1075,5527.60847981771,146639.330457899,3794.27514648438,2583.77490234375,3,"DUSP1","Nuclear"
9,1075,5527.19051106771,146652.441297743,3793.85717773438,2596.8857421875,3,"STMN1","Nuclear"
9,1075,5531.04866536458,146640.69410536,3797.71533203125,2585.13854980469,3,"MALAT1","Nuclear"
9,1075,5530.63338216146,146632.515638563,3797.30004882812,2576.96008300781,3,"RPL34","Nuclear"
9,1075,5527.91658528646,146613.655531141,3794.58325195312,2558.09997558594,3,"MIF","Cytoplasm"
9,1075,5508.77766927083,146653.966688368,3775.4443359375,2598.4111328125,3,"SOX4","Nuclear"
9,1075,5527.15315755208,146647.475477431,3793.81982421875,2591.919921875,3,"HILPDA","Nuclear"
9,1075,5517.13313802083,146639.530531141,3783.7998046875,2583.97497558594,3,"HSP90AB1","Nuclear"
9,1075,5531.33333333333,146608.298353407,3798,2552.74279785156,3,"IFITM1","Cytoplasm"
9,1075,5533.25838216146,146634.705457899,3799.92504882812,2579.14990234375,5,"TYK2","Nuclear"
9,1075,5524.48323567708,146617.735487196,3791.14990234375,2562.17993164062,5,"CAMP","Nuclear"
9,1075,5524.25325520833,146631.555677626,3790.919921875,2576.00012207031,5,"TNFRSF18","Nuclear"
9,1075,5519.68929036458,146635.822279188,3786.35595703125,2580.26672363281,5,"VHL","Nuclear"
9,1075,5519.25325520833,146646.915540907,3785.919921875,2591.35998535156,5,"CD69","Nuclear"
9,1075,5508.57771809896,146643.255506727,3775.24438476562,2587.69995117188,5,"IGFBP5","Nuclear"
9,1075,5521.33308919271,146626.368055556,3787.99975585938,2570.8125,5,"NLRC4","Nuclear"
9,1075,5526.99568684896,146630.368055556,3793.66235351562,2574.8125,5,"JUN","Nuclear"
9,1075,5499.69685872396,146655.010023329,3766.36352539062,2599.45446777344,5,"HSP90AB1","Nuclear"
9,1075,5535.47591145833,146636.669935438,3802.142578125,2581.11437988281,5,"GZMH","Nuclear"
9,1075,5527.01350911458,146632.715467665,3793.68017578125,2577.15991210938,5,"JUNB","Nuclear"
9,1075,5529.83333333333,146647.995496962,3796.5,2592.43994140625,5,"CXCR4","Nuclear"
9,1075,5528.27327473958,146655.395643446,3794.93994140625,2599.84008789062,5,"HSP90AA1","Nuclear"
9,1075,5529.78328450521,146652.588880751,3796.44995117188,2597.03332519531,5,"HLA-A","Nuclear"
9,1075,5520.91658528646,146618.013929579,3787.58325195312,2562.45837402344,5,"BCL2L1","Cytoplasm"
9,1075,5524.16658528646,146629.122205946,3790.83325195312,2573.56665039062,5,"B3GNT7","Nuclear"
9,1075,5510.40486653646,146650.998304579,3777.07153320312,2595.44274902344,0,"GSTP1","Nuclear"
9,1075,5530.37312825521,146615.655531141,3797.03979492188,2560.09997558594,0,"SAT1","Cytoplasm"
9,1075,5527.33333333333,146650.605604384,3794,2595.05004882812,0,"COL6A2","Nuclear"
9,1075,5518.06648763021,146637.722181532,3784.73315429688,2582.16662597656,0,"HSP90AB1","Nuclear"
9,1075,5525.87361653646,146617.935560438,3792.54028320312,2562.38000488281,0,"MIF","Cytoplasm"
9,1075,5515.43343098958,146648.543104384,3782.10009765625,2592.98754882812,0,"CCR1","Nuclear"
9,1075,5528.23323567708,146649.755506727,3794.89990234375,2594.19995117188,0,"B2M","Nuclear"
9,1075,5519.45833333333,146624.20557997,3786.125,2568.65002441406,0,"MAPK13","Nuclear"
9,1075,5504.79353841146,146654.735487196,3771.46020507812,2599.17993164062,0,"FGFR1","Nuclear"
9,1075,5519.07600911458,146623.384046766,3785.74267578125,2567.82849121094,0,"VIM","Nuclear"
9,1075,5518.65852864583,146621.705457899,3785.3251953125,2566.14990234375,0,"MIF","Nuclear"
9,1075,5526.56673177083,146650.972181532,3793.2333984375,2595.41662597656,0,"HDAC4","Nuclear"
9,1075,5526.94978841146,146624.622328016,3793.61645507812,2569.06677246094,0,"NANOG","Nuclear"
9,1075,5540.60017903646,146631.622205946,3807.26684570312,2576.06665039062,0,"CCL26","Cytoplasm"
9,1075,5515.67317708333,146636.535536024,3782.33984375,2580.97998046875,0,"TNFRSF10D","Nuclear"
9,1075,5518.57600911458,146626.241346571,3785.24267578125,2570.68579101562,0,"HLA-C","Nuclear"
9,1075,5530.71931966146,146613.155531141,3797.38598632812,2557.59997558594,0,"HSP90AB1","Cytoplasm"
9,1075,5526.14583333333,146614.943006727,3792.8125,2559.38745117188,0,"ETV5","Cytoplasm"
9,1075,5495.68318684896,146654.488905165,3762.34985351562,2598.93334960938,0,"S100A6","Membrane"
9,1075,5513.34456380208,146643.099989149,3780.01123046875,2587.54443359375,0,"HSP90B1","Nuclear"
9,1075,5534.09358723958,146646.275526259,3800.76025390625,2590.71997070312,2,"HILPDA","Nuclear"
9,1075,5530.33308919271,146633.227064345,3796.99975585938,2577.67150878906,2,"RPL34","Nuclear"
9,1075,5537.16194661458,146646.669935438,3803.82861328125,2591.11437988281,2,"MIF","Nuclear"
9,1075,5554.20003255208,146653.31104872,3820.86669921875,2597.75549316406,2,"SELENOP","Membrane"
9,1075,5531.43318684896,146617.672254774,3798.09985351562,2562.11669921875,2,"SOX9","Membrane"
9,1075,5550.28328450521,146642.52223036,3816.94995117188,2586.96667480469,2,"SOX4","Cytoplasm"
9,1075,5530.39729817708,146642.710218641,3797.06396484375,2587.15466308594,2,"HSP90AB1","Nuclear"
9,1075,5524.29353841146,146619.155531141,3790.96020507812,2563.59997558594,2,"IGFBP5","Nuclear"
9,1075,5553.52205403646,146655.444471571,3820.18872070312,2599.88891601562,2,"GSTP1","Cytoplasm"
9,1075,5533.16194661458,146646.941175673,3799.82861328125,2591.38562011719,2,"CALM2","Nuclear"
9,1075,5534.25008138021,146645.288831923,3800.91674804688,2589.73327636719,2,"HILPDA","Nuclear"
9,1075,5537.58333333333,146650.08057997,3804.25,2594.52502441406,2,"MIF","Nuclear"
9,1075,5522.35335286458,146614.255628798,3789.02001953125,2558.70007324219,2,"MALAT1","Cytoplasm"
9,1075,5544.33333333333,146646.79554579,3811,2591.23999023438,2,"FGF2","Nuclear"
9,1075,5524.08333333333,146614.125501845,3790.75,2558.56994628906,2,"IGFBP3","Cytoplasm"
9,1075,5499.48323567708,146654.405653212,3766.14990234375,2598.85009765625,2,"RPL37","Nuclear"
9,1075,5537.20027669271,146640.672254774,3803.86694335938,2585.11669921875,1,"MIF","Nuclear"
9,1075,5535.55818684896,146629.980604384,3802.22485351562,2574.42504882812,1,"GSTP1","Membrane"
9,1075,5531.73347981771,146650.843031141,3798.40014648438,2595.28747558594,1,"PTGES3","Nuclear"
9,1075,5537.10823567708,146650.493055556,3803.77490234375,2594.9375,1,"MIF","Nuclear"
9,1075,5527.63338216146,146650.468153212,3794.30004882812,2594.91259765625,1,"COL6A2","Nuclear"
9,1075,5507.29060872396,146648.041273329,3773.95727539062,2592.48571777344,1,"IGF2R","Nuclear"
9,1075,5531.79305013021,146651.615492079,3798.45971679688,2596.05993652344,1,"FGF9","Nuclear"
9,1075,5526.18318684896,146632.638929579,3792.84985351562,2577.08337402344,1,"HSP90AB1","Nuclear"
9,1075,5499.39998372396,146655.33057997,3766.06665039062,2599.77502441406,1,"RPL37","Nuclear"
9,1075,5519.15804036458,146635.380506727,3785.82470703125,2579.82495117188,1,"HCAR2","Nuclear"
9,1075,5521.33333333333,146649.755628798,3788,2594.20007324219,1,"APP","Nuclear"
9,1075,5532.05013020833,146650.038831923,3798.716796875,2594.48327636719,1,"PTGES3","Nuclear"
9,1075,5517.28328450521,146622.630628798,3783.94995117188,2567.07507324219,1,"IL15RA","Nuclear"
9,1075,5522.04866536458,146614.855482313,3788.71533203125,2559.29992675781,1,"MALAT1","Cytoplasm"
9,1075,5521.91658528646,146652.072279188,3788.58325195312,2596.51672363281,1,"CD63","Nuclear"
9,1075,5547.29353841146,146648.255506727,3813.96020507812,2592.69995117188,1,"RPL37","Membrane"
9,1078,5194.08333333333,146621.255555556,3460.75,2565.7,8,"PCNA","Membrane"
9,1078,5238.83333333333,146549.480455556,3505.5,2493.9249,8,"PIGR","Cytoplasm"
9,1078,5184.45323333333,146644.375555556,3451.1199,2588.82,8,"MAF","Membrane"
9,1078,5243.65313333333,146538.695555556,3510.3198,2483.14,8,"MAPK13","Membrane"
9,1078,5189.55333333333,146639.335555556,3456.22,2583.78,8,"DNMT1","Nuclear"
9,1078,5248.29303333333,146572.215555556,3514.9597,2516.66,8,"ITGB8","Nuclear"
9,1078,5218.13333333333,146621.875655556,3484.8,2566.3201,8,"HSP90AA1","Nuclear"
9,1078,5256.73333333333,146565.580555556,3523.4,2510.025,8,"ETS1","Cytoplasm"
9,1078,5204.76663333333,146629.805555556,3471.4333,2574.25,8,"CD9","Nuclear"
9,1078,5262.88313333333,146637.505555556,3529.5498,2581.95,8,"EZR","Membrane"
9,1078,5210.08333333333,146633.180555556,3476.75,2577.625,8,"DNMT1","Nuclear"
9,1078,5272.35333333333,146606.855555556,3539.02,2551.3,8,"RPL21","Membrane"
9,1078,5203.53333333333,146616.755555556,3470.2,2561.2,8,"HLA-C","Nuclear"
9,1078,5219.60823567708,146618.968153212,3486.27490234375,2563.41259765625,6,"SEC23A","Nuclear"
9,1078,5207.54768880208,146618.084120009,3474.21435546875,2562.52856445312,6,"HLA-DQB1","Nuclear"
9,1078,5230.86653645833,146573.16651747,3497.533203125,2517.61096191406,6,"MZT2A","Nuclear"
9,1078,5188.25154622396,146646.073744032,3454.91821289062,2590.51818847656,6,"EIF5A","Membrane"
9,1078,5217.23323567708,146654.630506727,3483.89990234375,2599.07495117188,6,"NOTCH3","Nuclear"
9,1078,5197.46199544271,146630.084120009,3464.12866210938,2574.52856445312,6,"MIF","Nuclear"
9,1078,5263.44978841146,146601.722181532,3530.11645507812,2546.16662597656,6,"CD74","Cytoplasm"
9,1078,5228.18343098958,146649.530531141,3494.85009765625,2593.97497558594,6,"CD81","Nuclear"
9,1078,5236.21638997396,146610.555433485,3502.88305664062,2554.99987792969,6,"MALAT1","Nuclear"
9,1078,5238.41658528646,146543.39723036,3505.08325195312,2487.84167480469,6,"BIRC5","Cytoplasm"
9,1078,5267.17097981771,146603.517957899,3533.83764648438,2547.96240234375,6,"RPL22","Cytoplasm"
9,1078,5238.84431966146,146648.066786024,3505.51098632812,2592.51123046875,6,"VIM","Nuclear"
9,1078,5217.91658528646,146655.372205946,3484.58325195312,2599.81665039062,6,"CXCR5","Nuclear"
9,1078,5196.29988606771,146609.111097548,3462.96655273438,2553.55554199219,6,"RPL21","Nuclear"
9,1078,5246.55354817708,146627.745619032,3513.22021484375,2572.19006347656,6,"HSP90B1","Nuclear"
9,1078,5191.43318684896,146640.355482313,3458.09985351562,2584.79992675781,6,"MIF","Cytoplasm"
9,1078,5192.18318684896,146645.693128798,3458.84985351562,2590.13757324219,6,"SMARCB1","Membrane"
9,1078,5253.82576497396,146616.809339735,3520.49243164062,2561.25378417969,6,"ALCAM","Nuclear"
9,1078,5229.53328450521,146593.113783095,3496.19995117188,2537.55822753906,6,"HSP90AB1","Nuclear"
9,1078,5268.03328450521,146580.843153212,3534.69995117188,2525.28759765625,6,"HSP90AB1","Cytoplasm"
9,1078,5239.65315755208,146641.175428602,3506.31982421875,2585.61987304688,6,"MIF","Nuclear"
9,1078,5240.13338216146,146599.755506727,3506.80004882812,2544.19995117188,6,"TOP2A","Nuclear"
9,1078,5261.73323567708,146610.341322157,3528.39990234375,2554.78576660156,6,"RPL32","Nuclear"
9,1078,5204.41658528646,146636.52223036,3471.08325195312,2580.96667480469,6,"TYK2","Nuclear"
9,1078,5198.83333333333,146608.622328016,3465.5,2553.06677246094,6,"TUBB","Nuclear"
9,1078,5252.39339192708,146556.255506727,3519.06005859375,2500.69995117188,6,"IGFBP3","Cytoplasm"
9,1078,5271.98323567708,146624.930555556,3538.64990234375,2569.375,6,"COL1A1","Cytoplasm"
9,1078,5234.27620442708,146604.241346571,3500.94287109375,2548.68579101562,6,"RUNX3","Nuclear"
9,1078,5273.13313802083,146638.70557997,3539.7998046875,2583.15002441406,6,"RPL22","Cytoplasm"
9,1078,5249.18343098958,146619.380506727,3515.85009765625,2563.82495117188,6,"FGF18","Nuclear"
9,1078,5245.11653645833,146622.780653212,3511.783203125,2567.22509765625,6,"KRAS","Nuclear"
9,1078,5229.20467122396,146572.355482313,3495.87133789062,2516.79992675781,6,"MTOR","Nuclear"
9,1078,5267.30013020833,146622.305555556,3533.966796875,2566.75,6,"FGFR1","Membrane"
9,1078,5260.63338216146,146631.95557997,3527.30004882812,2576.40002441406,6,"COL9A2","Nuclear"
9,1078,5227.12093098958,146637.743055556,3493.78759765625,2582.1875,6,"IFITM1","Nuclear"
9,1078,5218.22078450521,146649.593153212,3484.88745117188,2594.03759765625,6,"KRT18","Nuclear"
9,1078,5271.13338216146,146587.277723524,3537.80004882812,2531.72216796875,6,"CD81","Membrane"
9,1078,5229.77327473958,146568.695570204,3496.43994140625,2513.14001464844,6,"SQSTM1","Cytoplasm"
9,1078,5253.19319661458,146622.675550673,3519.85986328125,2567.11999511719,6,"PTGS2","Nuclear"
9,1078,5214.27327473958,146651.275526259,3480.93994140625,2595.71997070312,6,"MECOM","Nuclear"
9,1078,5274.25813802083,146627.305555556,3540.9248046875,2571.75,6,"RPL37","Cytoplasm"
9,1078,5263.61092122396,146634.677870009,3530.27758789062,2579.12231445312,6,"RPL22","Membrane"
9,1078,5262.14217122396,146590.728285048,3528.80883789062,2535.17272949219,6,"STMN1","Cytoplasm"
9,1078,5249.42097981771,146628.405531141,3516.08764648438,2572.84997558594,6,"ADM2","Nuclear"
9,1078,5261.20027669271,146647.222181532,3527.86694335938,2591.66662597656,6,"AGR2","Membrane"
9,1078,5275.54768880208,146608.441297743,3542.21435546875,2552.8857421875,6,"HLA-B","Cytoplasm"
9,1078,5223.76985677083,146553.364637587,3490.4365234375,2497.80908203125,6,"UBE2C","Cytoplasm"
9,1078,5250.81306966146,146552.085584852,3517.47973632812,2496.53002929688,6,"CD9","Cytoplasm"
9,1078,5224.30867513021,146630.955457899,3490.97534179688,2575.39990234375,6,"IGFBP5","Nuclear"
9,1078,5249.81331380208,146591.175550673,3516.47998046875,2535.61999511719,6,"KRT18","Nuclear"
9,1078,5249.76668294271,146592.605604384,3516.43334960938,2537.05004882812,6,"COL4A2","Nuclear"
9,1078,5254.80013020833,146542.588880751,3521.466796875,2487.03332519531,6,"HMGN2","Membrane"
9,1078,5272.02571614583,146644.578748915,3538.6923828125,2589.02319335938,6,"MKI67","Cytoplasm"
9,1078,5253.93977864583,146627.361463759,3520.6064453125,2571.80590820312,6,"CD81","Nuclear"
9,1078,5257.60481770833,146570.355482313,3524.271484375,2514.79992675781,6,"IGHD","Cytoplasm"
9,1078,5271.07088216146,146599.70557997,3537.73754882812,2544.15002441406,6,"ESR1","Membrane"
9,1078,5248.66902669271,146590.526991102,3515.33569335938,2534.97143554688,6,"HLA-C","Nuclear"
9,1078,5224.58919270833,146589.477796766,3491.255859375,2533.92224121094,6,"BCL2L1","Nuclear"
9,1078,5231.19051106771,146558.91273329,3497.85717773438,2503.35717773438,6,"EFNB1","Cytoplasm"
9,1078,5208.00325520833,146616.88551161,3474.669921875,2561.32995605469,6,"SMARCB1","Nuclear"
9,1078,5240.15559895833,146544.511121962,3506.822265625,2488.95556640625,6,"MALAT1","Cytoplasm"
9,1078,5246.23347981771,146626.738905165,3512.90014648438,2571.18334960938,6,"IFI27","Nuclear"
9,1078,5262.16658528646,146626.505628798,3528.83325195312,2570.95007324219,6,"ITGAV","Nuclear"
9,1078,5236.83333333333,146654.388929579,3503.5,2598.83337402344,6,"FGFR1","Nuclear"
9,1078,5250.12068684896,146621.443006727,3516.78735351562,2565.88745117188,6,"HSP90AA1","Nuclear"
9,1078,5243.46638997396,146644.822157118,3510.13305664062,2589.2666015625,6,"IFITM1","Nuclear"
9,1078,5255.62068684896,146563.805555556,3522.28735351562,2508.25,6,"B2M","Cytoplasm"
9,1078,5190.21687825521,146654.055555556,3456.88354492188,2598.5,6,"TNFSF9","Cytoplasm"
9,1078,5238.37312825521,146575.405531141,3505.03979492188,2519.84997558594,6,"CD74","Nuclear"
9,1078,5259.49763997396,146609.812757704,3526.16430664062,2554.25720214844,6,"H4C3","Nuclear"
9,1078,5278.63338216146,146629.013929579,3545.30004882812,2573.45837402344,6,"TGFBR1","Cytoplasm"
9,1078,5186.50472005208,146615.069837782,3453.17138671875,2559.51428222656,6,"TYK2","Cytoplasm"
9,1078,5240.03328450521,146634.895643446,3506.69995117188,2579.34008789062,6,"MIF","Nuclear"
9,1078,5235.97884114583,146611.264662001,3502.6455078125,2555.70910644531,6,"CD74","Nuclear"
9,1078,5182.24593098958,146629.068006727,3448.91259765625,2573.51245117188,6,"IL32","Cytoplasm"
9,1078,5184.58333333333,146626.70557997,3451.25,2571.15002441406,6,"RAC1","Cytoplasm"
9,1078,5217.35579427083,146565.499891493,3484.0224609375,2509.9443359375,6,"SQSTM1","Cytoplasm"
9,1078,5226.31575520833,146629.055433485,3492.982421875,2573.49987792969,6,"CD74","Nuclear"
9,1078,5253.03328450521,146636.425550673,3519.69995117188,2580.86999511719,6,"HSP90B1","Nuclear"
9,1078,5261.43318684896,146605.555677626,3528.09985351562,2550.00012207031,6,"NOTCH1","Nuclear"
9,1078,5239.33333333333,146612.755506727,3506,2557.19995117188,6,"EIF5A","Nuclear"
9,1078,5250.04768880208,146589.398451063,3516.71435546875,2533.84289550781,6,"CD44","Nuclear"
9,1078,5241.54085286458,146555.640150282,3508.20751953125,2500.08459472656,6,"RAC1","Cytoplasm"
9,1078,5201.08333333333,146638.722181532,3467.75,2583.16662597656,6,"TP53","Nuclear"
9,1078,5247.29036458333,146558.855604384,3513.95703125,2503.30004882812,6,"MPO","Cytoplasm"
9,1078,5268.07600911458,146650.712660048,3534.74267578125,2595.15710449219,6,"MZT2A","Cytoplasm"
9,1078,5218.56673177083,146550.005628798,3485.2333984375,2494.45007324219,6,"RPL21","Membrane"
9,1078,5226.70320638021,146543.255506727,3493.36987304688,2487.69995117188,6,"VIM","Cytoplasm"
9,1078,5227.37630208333,146614.969862196,3494.04296875,2559.41430664062,6,"COL18A1","Nuclear"
9,1078,5257.29573567708,146592.843031141,3523.96240234375,2537.28747558594,6,"RPL37","Nuclear"
9,1078,5247.69319661458,146595.275526259,3514.35986328125,2539.71997070312,6,"TLR2","Nuclear"
9,1078,5191.59993489583,146647.422254774,3458.2666015625,2591.86669921875,6,"MKI67","Cytoplasm"
9,1078,5260.55843098958,146636.20557997,3527.22509765625,2580.65002441406,6,"FABP5","Nuclear"
9,1078,5238.43343098958,146643.255506727,3505.10009765625,2587.69995117188,6,"DNMT1","Nuclear"
9,1078,5235.23347981771,146548.984144423,3501.90014648438,2493.42858886719,6,"IER3","Cytoplasm"
9,1078,5259.69783528646,146571.61976454,3526.36450195312,2516.06420898438,6,"IL1B","Cytoplasm"
9,1078,5198.17366536458,146643.79554579,3464.84033203125,2588.23999023438,6,"LGALS3BP","Nuclear"
9,1078,5207.15828450521,146636.45557997,3473.82495117188,2580.90002441406,6,"TOX","Nuclear"
9,1078,5253.21101888021,146635.444471571,3519.87768554688,2579.88891601562,6,"AHR","Nuclear"
9,1078,5271.61336263021,146624.515516493,3538.28002929688,2568.9599609375,6,"IL10RB","Membrane"
9,1078,5261.03352864583,146606.08057997,3527.7001953125,2550.52502441406,6,"RPL37","Nuclear"
9,1078,5191.77620442708,146644.384168837,3458.44287109375,2588.82861328125,6,"IAPP","Membrane"
9,1078,5269.41927083333,146616.941297743,3536.0859375,2561.3857421875,6,"MKI67","Membrane"
9,1078,5268.17317708333,146587.715589735,3534.83984375,2532.16003417969,6,"HSP90B1","Membrane"
9,1078,5223.06673177083,146617.244520399,3489.7333984375,2561.68896484375,6,"HMGB2","Nuclear"
9,1078,5274.65828450521,146607.380506727,3541.32495117188,2551.82495117188,6,"TSC22D1","Cytoplasm"
9,1078,5225.85823567708,146546.280531141,3492.52490234375,2490.72497558594,6,"HMGB2","Cytoplasm"
9,1078,5200.81331380208,146625.975477431,3467.47998046875,2570.419921875,6,"HLA-B","Nuclear"
