"fov","cell_ID","x_global_px","y_global_px","x_local_px","y_local_px","z","target","CellComp"
11,0,16255.5675726997,146441.255506727,3577.78979492188,2385.69995117188,3,"COL1A2","0"
11,0,16370.6779242622,146457.269788954,3692.90014648438,2401.71423339844,3,"ABL2","0"
11,0,16608.9557562934,146172.66663954,3931.17797851562,2117.11108398438,3,"GATA3","0"
11,0,16534.5778266059,146479.130506727,3856.80004882812,2423.57495117188,3,"SYK","0"
11,0,16544.8664008247,146463.699842665,3867.08862304688,2408.14428710938,3,"CD84","0"
11,0,16170.4921332465,146228.055555556,3492.71435546875,2172.5,3,"ACTA2","0"
11,0,16362.8959418403,146180.500990126,3685.1181640625,2124.94543457031,3,"KRT7","0"
11,0,16417.7277289497,146421.084120009,3739.94995117188,2365.52856445312,3,"CIDEA","0"
11,0,16283.1779242622,146344.042982313,3605.40014648438,2288.48742675781,3,"S100A9","0"
11,0,16563.7113715278,146450.477918837,3885.93359375,2394.92236328125,3,"COL6A3","0"
11,0,16526.7777777778,146508.835584852,3849,2453.28002929688,3,"S100A6","0"
11,0,16599.1779242622,146495.45557997,3921.40014648438,2439.90002441406,3,"COL1A1","0"
11,0,16643.2443305122,146621.099989149,3965.46655273438,2565.54443359375,3,"ITGA5","0"
11,0,16230.2164984809,146341.594007704,3552.43872070312,2286.03845214844,3,"TPM2","0"
11,0,16427.4557562934,146612.177870009,3749.67797851562,2556.62231445312,3,"VCAN","0"
11,0,16381.5111762153,146326.239027235,3703.7333984375,2270.68347167969,3,"COL9A2","0"
11,0,16452.5358344184,146289.355726454,3774.75805664062,2233.80017089844,3,"HLA-B","0"
11,0,16339.1579047309,146448.835584852,3661.38012695312,2393.28002929688,3,"COL1A1","0"
11,0,16475.0922309028,146442.355482313,3797.314453125,2386.79992675781,3,"PECAM1","0"
11,0,16364.4723578559,146592.508314345,3686.69458007812,2536.95275878906,3,"IGFBP5","0"
11,0,16366.9315863715,146242.563245985,3689.15380859375,2187.00769042969,3,"DDR2","0"
11,0,16279.7221137153,146409.222059462,3601.9443359375,2353.66650390625,3,"WNT5A","Membrane"
11,0,16657.3578559028,146645.675428602,3979.580078125,2590.11987304688,3,"COL1A1","0"
11,0,16182.2277289497,146220.762586806,3504.44995117188,2165.20703125,3,"CALD1","0"
11,0,16383.5241156684,146327.801771376,3705.74633789062,2272.24621582031,3,"LGALS1","0"
11,0,16164.6378851997,146226.225599501,3486.86010742188,2170.67004394531,3,"CD55","0"
11,0,16347.6444769965,146182.777723524,3669.86669921875,2127.22216796875,3,"SMAD3","0"
11,0,16178.7277289497,146592.105604384,3500.94995117188,2536.55004882812,3,"B2M","0"
11,0,16365.5333930122,146498.833387587,3687.75561523438,2443.27783203125,3,"TPM2","Membrane"
11,0,16457.9977484809,146287.095594618,3780.21997070312,2231.5400390625,3,"HLA-A","0"
11,0,16381.8180609809,146585.445448134,3704.04028320312,2529.88989257812,3,"LGALS9","0"
11,0,16341.8578559028,146509.88551161,3664.080078125,2454.32995605469,3,"CCL4","0"
11,0,16375.670844184,146554.82691786,3697.89306640625,2499.27136230469,3,"NegPrb11","0"
11,0,16417.4777289497,146242.86988661,3739.69995117188,2187.31433105469,3,"COL9A2","0"
11,0,16436.1207953559,146240.341322157,3758.34301757812,2184.78576660156,3,"SEC61G","0"
11,0,16591.3063422309,146495.841322157,3913.52856445312,2440.28576660156,3,"HSP90AB1","0"
11,0,16603.690375434,146593.980604384,3925.91259765625,2538.42504882812,3,"FABP5","0"
11,0,16407.4635687934,146260.255628798,3729.68579101562,2204.70007324219,3,"SREBF1","0"
11,0,16264.4999457465,146424.766615126,3586.72216796875,2369.21105957031,3,"FN1","0"
11,0,16380.844672309,146268.933363173,3703.06689453125,2213.37780761719,3,"MST1R","0"
11,0,16393.440375434,146624.805555556,3715.66259765625,2569.25,3,"NPPC","0"
11,0,16457.9708930122,146459.18226454,3780.19311523438,2403.62670898438,3,"RPL22","0"
11,0,16591.7108832465,146616.777723524,3913.93310546875,2561.22216796875,3,"CD58","0"
11,0,16392.0277777778,146272.992933485,3714.25,2217.43737792969,3,"ITGA1","0"
11,0,16174.0404730903,146205.343031141,3496.2626953125,2149.78747558594,3,"OAS2","0"
11,0,16303.6322699653,146418.137342665,3625.8544921875,2362.58178710938,3,"FCRLA","0"
11,0,16643.4064398872,146542.876966688,3965.62866210938,2487.32141113281,3,"ADGRF1","Membrane"
11,0,16387.7614203559,146254.322279188,3709.98364257812,2198.76672363281,3,"COL1A1","0"
11,0,16374.3275824653,146169.688856337,3696.5498046875,2114.13330078125,3,"COL4A2","0"
11,0,16237.0609809028,146356.888929579,3559.283203125,2301.33337402344,3,"COL4A2","0"
11,0,16220.0690375434,146264.89723036,3542.29125976562,2209.34167480469,3,"ITGAL","0"
11,0,16388.4923773872,146277.384046766,3710.71459960938,2221.82849121094,3,"COL1A1","0"
11,0,16414.8312445747,146545.29554579,3737.05346679688,2489.73999023438,3,"GAS6","0"
11,0,16348.334906684,146520.241224501,3670.55712890625,2464.68566894531,3,"TUBB","0"
11,0,16352.4276801215,146193.605604384,3674.64990234375,2138.05004882812,3,"TNFRSF1A","0"
11,0,16267.0192328559,146448.947157118,3589.24145507812,2393.3916015625,3,"FN1","0"
11,0,16215.3554144965,146260.933485243,3537.57763671875,2205.3779296875,3,"CD63","0"
11,0,16375.4557562934,146318.411146376,3697.67797851562,2262.85559082031,3,"COL1A1","0"
11,0,16360.6774359809,146184.588880751,3682.89965820312,2129.03332519531,3,"TNFRSF17","0"
11,0,16539.252875434,146437.843031141,3861.47509765625,2382.28747558594,3,"CLEC12A","0"
11,0,16281.9494086372,146566.241346571,3604.17163085938,2510.68579101562,3,"COL1A1","0"
11,0,16195.8610297309,146586.855482313,3518.08325195312,2531.29992675781,3,"IFITM3","0"
11,0,16423.3578559028,146622.215467665,3745.580078125,2566.65991210938,3,"COL1A1","Membrane"
11,0,16581.0958930122,146492.964613173,3903.31811523438,2437.40905761719,3,"COL1A1","0"
11,0,16655.9552680122,146645.02210829,3978.17749023438,2589.46655273438,3,"TAGLN","0"
11,0,16194.944281684,146262.400037977,3517.16650390625,2206.84448242188,3,"COL6A3","0"
11,0,16432.4203559028,146297.541273329,3754.642578125,2241.98571777344,3,"WIF1","0"
11,0,16205.8861762153,146272.030531141,3528.1083984375,2216.47497558594,3,"MT2A","0"
11,0,16328.2609320747,146449.855482313,3650.48315429688,2394.29992675781,3,"S100A6","0"
11,0,16403.4379340278,146456.63551161,3725.66015625,2401.07995605469,3,"INHBB","0"
11,0,16291.5277777778,146418.355604384,3613.75,2362.80004882812,3,"ITGAX","0"
11,0,16385.4943305122,146445.688856337,3707.71655273438,2390.13330078125,3,"STMN1","0"
11,0,16384.6442328559,146313.52223036,3706.86645507812,2257.96667480469,3,"PSAP","0"
11,0,16481.1596137153,146445.837293837,3803.3818359375,2390.28173828125,3,"COL1A1","0"
11,0,16361.1686469184,146478.946546766,3683.39086914062,2423.39099121094,3,"IGFBP5","0"
11,0,16578.4777289497,146494.70557997,3900.69995117188,2439.15002441406,3,"WNT7B","0"
11,0,16523.7775336372,146513.470838759,3845.99975585938,2457.91528320312,3,"LGALS1","0"
11,0,16670.3956976997,146610.95557997,3992.61791992188,2555.40002441406,3,"WIF1","0"
11,0,16323.6413031684,146539.128309462,3645.86352539062,2483.57275390625,3,"COL6A3","0"
11,0,16412.8869086372,146453.40101454,3735.10913085938,2397.84545898438,3,"HTT","0"
11,0,16160.0875922309,146451.975599501,3482.30981445312,2396.42004394531,3,"PSCA","0"
11,0,16497.9557562934,146095.66663954,3820.17797851562,2040.11108398438,3,"HLA-A","0"
11,0,16229.3776312934,146287.017957899,3551.59985351562,2231.46240234375,3,"KRT6A","0"
11,0,16241.0548773872,146260.294080946,3563.27709960938,2204.73852539062,3,"CD276","Membrane"
11,0,16330.8493109809,146520.041273329,3653.07153320312,2464.48571777344,3,"DST","0"
11,0,16481.622016059,146356.244520399,3803.84423828125,2300.68896484375,3,"IGHG1","0"
11,0,16382.5111762153,146314.855604384,3704.7333984375,2259.30004882812,3,"COL1A1","0"
11,0,16218.9525824653,146654.205457899,3541.1748046875,2598.64990234375,3,"KRT86","0"
11,0,16387.7863226997,146278.288953993,3710.00854492188,2222.7333984375,3,"RPL21","0"
11,0,16210.6176215278,146282.515638563,3532.83984375,2226.96008300781,3,"CALD1","Membrane"
11,0,16388.362250434,146497.047865126,3710.58447265625,2441.49230957031,3,"FOXP3","0"
11,0,16512.1776801215,146498.855604384,3834.39990234375,2443.30004882812,3,"FPR1","0"
11,0,16382.7777777778,146322.20557997,3705,2266.65002441406,3,"COL1A1","0"
11,0,16556.5778266059,146374.275526259,3878.80004882812,2318.71997070312,3,"COL1A1","Nuclear"
11,0,16182.6002875434,146344.844495985,3504.82250976562,2289.28894042969,3,"OAS2","0"
11,0,16528.7611762153,146085.105482313,3850.9833984375,2029.54992675781,3,"STAT5B","Nuclear"
11,0,16177.6613226997,146591.605482313,3499.88354492188,2536.04992675781,3,"B2M","0"
11,0,16249.297797309,146438.775526259,3571.52001953125,2383.21997070312,3,"ADGRF4","0"
11,0,16292.2360297309,146556.672132704,3614.45825195312,2501.11657714844,3,"COL1A1","0"
11,0,16268.7777777778,146424.495619032,3591,2368.94006347656,3,"AHR","0"
11,0,16336.9374457465,146236.155531141,3659.15966796875,2180.59997558594,3,"TLR7","0"
11,0,16611.815375434,146161.543104384,3934.03759765625,2105.98754882812,3,"CSK","0"
11,0,16353.3334418403,146484.855604384,3675.5556640625,2429.30004882812,3,"TIMP1","0"
11,0,16265.957953559,146432.865614149,3588.18017578125,2377.31005859375,3,"COL1A1","Membrane"
11,0,16315.6154242622,146226.718153212,3637.83764648438,2171.16259765625,3,"VTN","0"
11,0,16508.7777777778,146071.435682509,3831,2015.88012695312,3,"IGKC","0"
11,0,16602.2179633247,146627.855482313,3924.44018554688,2572.29992675781,3,"NPPC","0"
11,0,16403.5277777778,146569.380506727,3725.75,2513.82495117188,3,"ARF1","0"
11,0,16295.7155219184,146445.943006727,3617.93774414062,2390.38745117188,3,"OLFM4","0"
11,0,16333.9113226997,146248.672254774,3656.13354492188,2193.11669921875,3,"HLA-DQB1","0"
11,0,16211.7206488715,146351.355604384,3533.94287109375,2295.80004882812,3,"TPM1","0"
11,0,16491.2335883247,146513.077772352,3813.45581054688,2457.52221679688,3,"TPM2","0"
11,0,16255.5175238715,146429.495496962,3577.73974609375,2373.93994140625,3,"LUM","0"
11,0,16592.7777777778,146501.95557997,3915,2446.40002441406,3,"CD276","0"
11,0,16353.1632758247,146414.184217665,3675.38549804688,2358.62866210938,3,"VTN","0"
11,0,16293.7777777778,146556.435560438,3616,2500.88000488281,3,"COL8A1","0"
11,0,16465.4027777778,146441.642957899,3787.625,2386.08740234375,3,"CXCR4","0"
11,0,16376.3598090278,146333.446424696,3698.58203125,2277.89086914062,3,"COL1A1","0"
11,0,16341.2028266059,146538.530653212,3663.42504882812,2482.97509765625,3,"NPPC","0"
11,0,16565.7650824653,146526.017957899,3887.9873046875,2470.46240234375,3,"AZU1","0"
11,0,16393.4491644965,146448.084120009,3715.67138671875,2392.52856445312,3,"TNFRSF1A","0"
11,0,16268.315375434,146423.555555556,3590.53759765625,2368,3,"COL1A2","0"
11,0,16125.0922309028,146064.11988661,3447.314453125,2008.56433105469,3,"RGCC","Nuclear"
11,0,16474.3109809028,146352.922132704,3796.533203125,2297.36657714844,3,"IGHG1","0"
11,0,16418.3529730903,146499.280531141,3740.5751953125,2443.72497558594,3,"COL1A1","0"
11,0,16182.7492133247,146589.684095595,3504.97143554688,2534.12854003906,3,"RPL37","0"
11,0,16632.2943793403,146404.822157118,3954.5166015625,2349.2666015625,3,"HLA-DRB5","0"
11,0,16258.3378363715,146440.595472548,3580.56005859375,2385.03991699219,3,"GADD45B","0"
11,0,16388.2062445747,146251.498304579,3710.42846679688,2195.94274902344,3,"TNFSF8","0"
11,0,16590.3476019965,146496.975721571,3912.56982421875,2441.42016601562,3,"COL1A1","0"
11,0,16535.6442328559,146479.055555556,3857.86645507812,2423.5,3,"SYK","0"
11,0,16412.6779242622,146570.005628798,3734.90014648438,2514.45007324219,3,"MIF","0"
11,0,16305.752875434,146597.255628798,3627.97509765625,2541.70007324219,4,"IFNB1","0"
11,0,16296.8278266059,146528.230604384,3619.05004882812,2472.67504882812,4,"CD80","0"
11,0,16273.1403266059,146554.542982313,3595.36254882812,2498.98742675781,4,"IGF2R","0"
11,0,16456.8278266059,146469.755506727,3779.05004882812,2414.19995117188,4,"NANOG","0"
11,0,16218.3063422309,146280.583997938,3540.52856445312,2225.02844238281,4,"IL10","0"
11,0,16171.8063422309,146211.526991102,3494.02856445312,2155.97143554688,4,"JUNB","0"
11,0,16432.7777777778,146615.608900282,3755,2560.05334472656,4,"NegPrb14","0"
11,0,16635.2623969184,146487.655409071,3957.48461914062,2432.09985351562,4,"COL4A2","Membrane"
11,0,16518.1776801215,146082.337293837,3840.39990234375,2026.78173828125,4,"EPHB3","Nuclear"
11,0,16217.9276801215,146349.880628798,3540.14990234375,2294.32507324219,4,"THBS1","0"
11,0,16607.3441840278,146158.805555556,3929.56640625,2103.25,4,"CLEC2B","0"
11,0,16348.1579047309,146590.45557997,3670.38012695312,2534.90002441406,4,"CLEC5A","0"
11,0,16434.6527777778,146532.868055556,3756.875,2477.3125,4,"IFNB1","0"
11,0,16352.266547309,146224.52223036,3674.48876953125,2168.96667480469,4,"DNMT3A","0"
11,0,16420.3634711372,146617.484022352,3742.58569335938,2561.92846679688,4,"COL1A1","Membrane"
11,0,16468.5348578559,146289.512708876,3790.75708007812,2233.95715332031,4,"RSPO1","0"
11,0,16549.6442328559,146512.422254774,3871.86645507812,2456.86669921875,4,"IFITM3","0"
11,0,16417.7675238715,146559.165540907,3739.98974609375,2503.60998535156,4,"LGALS1","0"
11,0,16193.0578070747,146345.095594618,3515.28002929688,2289.5400390625,4,"INS","0"
11,0,16595.291937934,146586.341322157,3917.51416015625,2530.78576660156,4,"GDF15","0"
11,0,16370.291937934,146260.99854872,3692.51416015625,2205.44299316406,4,"NEAT1","0"
11,0,16451.4445258247,146362.344373915,3773.66674804688,2306.78881835938,4,"VIM","0"
11,0,16413.7526312934,146298.555555556,3735.97485351562,2243,4,"STAT5A","0"
11,0,16576.3651801215,146368.218031141,3898.58740234375,2312.66247558594,4,"ESAM","0"
11,0,16388.8529730903,146647.667982313,3711.0751953125,2592.11242675781,4,"ADGRG6","0"
11,0,16558.9152289497,146646.455457899,3881.13745117188,2590.89990234375,4,"IGF2R","0"
11,0,16362.9027777778,146197.83057997,3685.125,2142.27502441406,4,"HLA-DQA1","Membrane"
11,0,16210.4279242622,146309.055555556,3532.65014648438,2253.5,4,"SOSTDC1","0"
11,0,16582.2921820747,146608.969862196,3904.51440429688,2553.41430664062,4,"CALD1","Membrane"
11,0,16532.8493109809,146490.49854872,3855.07153320312,2434.94299316406,4,"STAT3","0"
11,0,16614.5250922309,146624.167371962,3936.74731445312,2568.61181640625,4,"NLRC5","0"
11,0,16416.633734809,146560.477918837,3738.85595703125,2504.92236328125,4,"TAGLN","0"
11,0,16640.3578559028,146542.475599501,3962.580078125,2486.92004394531,4,"RGCC","Membrane"
11,0,16510.297797309,146064.79554579,3832.52001953125,2009.23999023438,4,"KRT1","0"
11,0,16571.2980414497,146600.715467665,3893.52026367188,2545.15991210938,4,"IGFBP3","0"
11,0,16307.7377387153,146557.208753798,3629.9599609375,2501.65319824219,4,"EZH2","0"
11,0,16501.0375434028,146432.63551161,3823.259765625,2377.07995605469,4,"OAS2","0"
11,0,16319.4718695747,146528.431898329,3641.69409179688,2472.87634277344,4,"ZFP36","0"
11,0,16386.5922309028,146315.569959852,3708.814453125,2260.01440429688,4,"COL3A1","0"
11,0,16465.3822699653,146280.292005751,3787.6044921875,2224.73645019531,4,"SMAD3","0"
11,0,16363.8441840278,146563.70557997,3686.06640625,2508.15002441406,4,"IL36G","0"
11,0,16414.0778266059,146497.572157118,3736.30004882812,2442.0166015625,4,"COL4A2","0"
11,0,16552.4779730903,146620.118055556,3874.7001953125,2564.5625,4,"BMP4","Membrane"
11,0,16403.2443305122,146269.088880751,3725.46655273438,2213.53332519531,4,"H4C3","Membrane"
11,0,16303.2943793403,146178.038953993,3625.5166015625,2122.4833984375,4,"ANGPT4","0"
11,0,16558.2443305122,146510.77223036,3880.46655273438,2455.21667480469,4,"IL1RL1","0"
11,0,16229.4142523872,146287.291883681,3551.63647460938,2231.736328125,4,"KRT6A","0"
11,0,16548.8637152778,146449.026991102,3871.0859375,2393.47143554688,4,"IL12RB1","0"
11,0,16252.8976508247,146341.355604384,3575.11987304688,2285.80004882812,4,"IDO1","0"
11,0,16194.1632758247,146319.798475477,3516.38549804688,2264.24291992188,4,"DST","0"
11,0,16450.0775824653,146274.255628798,3772.2998046875,2218.70007324219,4,"ATR","0"
11,0,16388.315375434,146277.780653212,3710.53759765625,2222.22509765625,4,"COL1A1","0"
11,0,16358.6322699653,146576.45557997,3680.8544921875,2520.90002441406,4,"STMN1","0"
11,0,16341.9945746528,146437.105482313,3664.216796875,2381.54992675781,4,"GPX1","0"
11,0,16502.9027777778,146089.293104384,3825.125,2033.73754882812,4,"COL3A1","0"
11,0,16388.2152777778,146497.343031141,3710.4375,2441.78747558594,4,"FOXP3","0"
11,0,16591.8554144965,146617.099989149,3914.07763671875,2561.54443359375,4,"CD58","0"
11,0,16145.7611762153,146431.872205946,3467.9833984375,2376.31665039062,4,"LGALS1","0"
11,0,16233.0277777778,146341.405531141,3555.25,2285.84997558594,4,"LGALS1","0"
11,0,16536.3573676215,146166.04554579,3858.57958984375,2110.48999023438,4,"IGKC","0"
11,0,16152.4779730903,146213.244520399,3474.7001953125,2157.68896484375,4,"CCR2","0"
11,0,16253.4379340278,146655.515516493,3575.66015625,2599.9599609375,4,"GDF9","0"
11,0,16283.3693305122,146351.122328016,3605.59155273438,2295.56677246094,4,"DUSP5","0"
11,0,16353.002875434,146235.605604384,3675.22509765625,2180.05004882812,4,"GPX1","0"
11,0,16476.3634711372,146614.95557997,3798.58569335938,2559.40002441406,4,"FZD4","0"
11,0,16340.8278266059,146532.465467665,3663.05004882812,2476.90991210938,4,"CYTOR","0"
11,0,16149.5778266059,146056.185438368,3471.80004882812,2000.6298828125,4,"HLA-B","0"
11,0,16306.063422309,146556.177015516,3628.28564453125,2500.62145996094,4,"CD40LG","0"
11,0,16302.2277289497,146537.865614149,3624.44995117188,2482.31005859375,4,"SREBF1","0"
11,0,16443.0976019965,146380.915540907,3765.31982421875,2325.35998535156,4,"CD3D","0"
11,0,16478.0895453559,146447.773084852,3800.31176757812,2392.21752929688,4,"RORA","0"
11,0,16424.9921332465,146415.069959852,3747.21435546875,2359.51440429688,4,"TGFB1","0"
11,0,16341.8205023872,146504.898451063,3664.04272460938,2449.34289550781,4,"SERPINB5","0"
