"","fov","cell_ID","x_global_px","y_global_px","x_local_px","y_local_px","z","target","CellComp"
"39",2,0,10052.5355360243,140004.455549452,2846.97998046875,3248.89999389648,4,"MZT2A","Nuclear"
"40",2,0,10085.5955946181,140000.495557997,2880.0400390625,3244.94000244141,4,"KRAS","0"
"41",2,0,10073.3304578993,140003.680555556,2867.77490234375,3248.125,4,"OASL","Nuclear"
"42",2,0,10069.9054090712,140009.588911268,2864.34985351562,3254.03335571289,4,"COL1A2","Nuclear"
"43",2,0,10083.2955457899,140006.415571425,2877.73999023438,3250.86001586914,4,"NLRC5","0"
"44",2,0,10057.9957411024,140002.87556288,2852.44018554688,3247.32000732422,4,"ADGRL1","Nuclear"
"45",2,0,10085.2430555556,140018.305555556,2879.6875,3262.75,4,"MZT2A","Membrane"
"46",2,0,10098.1222059462,140019.655561659,2892.56665039062,3264.10000610352,4,"RAC1","Membrane"
"47",2,0,10091.1270887587,140015.526960585,2885.57153320312,3259.9714050293,4,"CD276","0"
"48",2,0,10057.4056532118,140005.605543349,2851.85009765625,3250.04998779297,4,"CSK","Nuclear"
"49",2,0,10056.1180555556,140004.205549452,2850.5625,3248.64999389648,4,"CTSG","Nuclear"
"50",2,0,10082.6554090712,140006.598371718,2877.09985351562,3251.04281616211,4,"MALAT1","0"
"51",2,0,10086.8180067274,140010.355543349,2881.26245117188,3254.79998779297,4,"COL9A2","0"
"52",2,0,10066.9054090712,140003.630567763,2861.34985351562,3248.07501220703,4,"MZT2A","Nuclear"
"53",2,0,10094.4305555556,140002.705549452,2888.875,3247.14999389648,-1,"MALAT1","0"
"54",2,0,10092.0306532118,140000.355543349,2886.47509765625,3244.79998779297,-1,"ITGAX","0"
"55",2,0,10080.8307020399,140002.005567763,2875.27514648438,3246.45001220703,-1,"GSTP1","Nuclear"
"56",2,0,10080.5755750868,140023.935529921,2875.02001953125,3268.37997436523,-1,"HLA-E","0"
"57",2,0,10096.1153700087,140015.535566542,2890.55981445312,3259.98001098633,-1,"NLRP2","Membrane"
"58",2,0,10049.4803602431,140006.430555556,2843.9248046875,3250.875,-1,"JUNB","Nuclear"
"59",2,0,10083.4181043837,140012.155561659,2877.86254882812,3256.60000610352,-1,"CCL21","0"
"60",2,0,10091.6388075087,140007.422254774,2886.08325195312,3251.86669921875,-1,"ANGPTL1","0"
"61",2,0,10079.8412000868,140009.241285536,2874.28564453125,3253.68572998047,-1,"KRAS","0"
"62",2,0,10094.2957899306,140003.915571425,2888.740234375,3248.36001586914,-1,"MALAT1","0"
"63",2,0,10089.5736219618,140014.737379286,2884.01806640625,3259.18182373047,-1,"SMO","0"
"64",2,0,10092.0843641493,140001.626997206,2886.52880859375,3246.07144165039,-1,"ITGAX","0"
"65",2,0,10091.8111707899,140014.477796766,2886.25561523438,3258.92224121094,-1,"RPL22","0"
"66",2,0,10084.7223036024,140012.922224257,2879.16674804688,3257.36666870117,-1,"JUNB","0"
"67",2,0,10085.1998426649,140015.511121962,2879.64428710938,3259.95556640625,-1,"IL11","0"
"68",2,0,10098.4386121962,140008.555555556,2892.88305664062,3253,-1,"KIT","0"
"69",2,0,10090.5057508681,140016.030592177,2884.9501953125,3260.47503662109,-1,"FGF18","0"
"70",2,0,10071.1180555556,140012.905531141,2865.5625,3257.34997558594,-1,"SOX4","0"
"71",2,0,10098.2454969618,140007.275556776,2892.68994140625,3251.7200012207,-1,"HSPA1B","0"
"72",2,0,10080.5389539931,140014.355512831,2874.9833984375,3258.79995727539,-1,"MARCO","0"
"73",2,0,10094.0555555556,140000.041303847,2888.5,3244.48574829102,5,"LEP","0"
"74",2,0,10082.7721082899,140009.305555556,2877.21655273438,3253.75,5,"NFKBIA","0"
"75",2,0,10071.8055555556,140010.01807997,2866.25,3254.46252441406,5,"LDLR","0"
"76",2,0,10076.1695692274,140017.541242811,2870.61401367188,3261.98568725586,5,"MAML2","0"
"77",2,0,10084.5267469618,140010.869856093,2878.97119140625,3255.31430053711,5,"MALAT1","0"
"78",2,0,10077.0755750868,140005.075575087,2871.52001953125,3249.52001953125,5,"TUBB","Nuclear"
"79",2,0,10095.6681043837,140012.205549452,2890.11254882812,3256.64999389648,5,"NDRG1","0"
"80",2,0,10079.5890028212,140011.355573866,2874.03344726562,3255.80001831055,5,"CALM2","0"
"81",2,0,10087.3055555556,140015.355543349,2881.75,3259.79998779297,5,"VHL","0"
"82",2,0,10080.4554578993,140004.922224257,2874.89990234375,3249.36666870117,5,"H2AZ1","0"
"83",2,0,10058.4754774306,140003.715559218,2852.919921875,3248.16000366211,5,"RPL22","Nuclear"
"84",2,0,10099.9554578993,140015.398390028,2894.39990234375,3259.84283447266,5,"SOX4","Membrane"
"85",2,0,10061.5355360243,140006.315565321,2855.97998046875,3250.76000976562,5,"FGFR1","Nuclear"
"86",2,0,10076.0155164931,140006.075544569,2870.4599609375,3250.51998901367,5,"TUBB","0"
"87",2,0,10079.0357801649,140009.175550673,2873.48022460938,3253.61999511719,5,"DDR1","0"
"88",2,0,10063.0306532118,140003.680555556,2857.47509765625,3248.125,5,"MZT2A","Nuclear"
"89",2,0,10066.8158094618,140003.615553114,2861.26025390625,3248.05999755859,5,"MZT2A","Nuclear"
"90",2,0,10074.6356336806,140003.45557997,2869.080078125,3247.90002441406,3,"SLPI","Nuclear"
"91",2,0,10086.8807508681,140022.822187636,2881.3251953125,3267.26663208008,3,"TUBB","Membrane"
"92",2,0,10074.4415418837,140010.498396132,2868.88598632812,3254.94284057617,3,"MALAT1","0"
"93",2,0,10093.5413953993,140004.955518934,2887.98583984375,3249.39996337891,3,"STMN1","0"
"94",2,0,10088.2511121962,140003.773725722,2882.69555664062,3248.21817016602,3,"EPHB4","0"
"95",2,0,10082.8109266493,140006.311140272,2877.25537109375,3250.7555847168,3,"MALAT1","0"
"96",2,0,10069.6720106337,140009.872205946,2864.11645507812,3254.31665039062,3,"COL1A2","Nuclear"
"97",2,0,10082.0955946181,140016.255567763,2876.5400390625,3260.70001220703,3,"NLRP2","0"
"98",2,0,10073.9889051649,140011.555555556,2868.43334960938,3256,3,"MALAT1","0"
"99",2,0,10073.6666395399,140002.511091444,2868.11108398438,3246.95553588867,3,"OASL","Nuclear"
"100",2,0,10075.6432020399,140016.518049452,2870.08764648438,3260.96249389648,3,"MZT2A","0"
"101",2,0,10071.7669813368,140010.211103651,2866.21142578125,3254.6555480957,3,"HSP90AA1","0"
"102",2,0,10084.6556532118,140018.035536024,2879.10009765625,3262.47998046875,3,"MZT2A","Membrane"
"103",2,0,10093.5269911024,140005.055555556,2887.97143554688,3249.5,2,"STMN1","0"
"104",2,0,10099.3431532118,140006.143049452,2893.78759765625,3250.58749389648,2,"ICAM1","0"
"105",2,0,10078.5804578993,140007.980573866,2873.02490234375,3252.42501831055,2,"DST","0"
"106",2,0,10096.5755750868,140011.155561659,2891.02001953125,3255.60000610352,2,"RXRB","0"
"107",2,0,10097.6888563368,140001.127790663,2892.13330078125,3245.57223510742,2,"HSPA1A","0"
"108",2,0,10090.5125868056,140008.555586073,2884.95703125,3253.00003051758,2,"RAC1","0"
"109",2,0,10073.2557508681,140000.199964735,2867.7001953125,3244.64440917969,2,"H4C3","Nuclear"
"110",2,0,10076.6009657118,140008.573744032,2871.04541015625,3253.01818847656,2,"C1QA","0"
"111",2,0,10083.7957899306,140018.79554579,2878.240234375,3263.23999023438,6,"CALD1","Membrane"
"112",2,0,10084.8128797743,140006.18415663,2879.25732421875,3250.62860107422,6,"CELSR1","0"
"113",2,0,10088.8697645399,140005.498426649,2883.31420898438,3249.94287109375,6,"COL18A1","0"
"114",2,0,10098.2057020399,140020.938886854,2892.65014648438,3265.38333129883,6,"NOSIP","Membrane"
"115",2,0,10092.3443739149,140020.333326552,2886.78881835938,3264.77777099609,6,"DPP4","Membrane"
"116",2,0,10088.6805555556,140023.405561659,2883.125,3267.85000610352,6,"BCL2","Membrane"
"117",2,0,10050.6056043837,140001.280531141,2845.05004882812,3245.72497558594,6,"IFITM3","Nuclear"
"118",2,0,10097.5982801649,140022.227003309,2892.04272460938,3266.67144775391,6,"CLDN4","0"
"119",2,0,10090.3553602431,140005.055555556,2884.7998046875,3249.5,6,"PLA2R1","0"
"120",2,0,10073.4432508681,140015.480543349,2867.8876953125,3259.92498779297,6,"H2AZ1","0"
"121",2,0,10075.1056043837,140008.018049452,2869.55004882812,3252.46249389648,6,"DNMT3A","0"
"122",2,0,10089.5555555556,140023.938886854,2884,3268.38333129883,6,"BCL2","Membrane"
"123",2,0,10077.9354383681,140002.395551893,2872.3798828125,3246.83999633789,6,"NEAT1","Nuclear"
"124",2,0,10079.7757703993,140017.135542128,2874.22021484375,3261.57998657227,6,"CDKN1A","Membrane"
"125",2,0,10084.0306532118,140014.305555556,2878.47509765625,3258.75,6,"HSP90B1","0"
"126",2,0,10089.6805555556,140007.505567763,2884.125,3251.95001220703,6,"ITGB2","0"
"127",2,0,10080.2757703993,140014.995557997,2874.72021484375,3259.44000244141,6,"ADGRE5","0"
"128",2,0,10088.8553602431,140004.830549452,2883.2998046875,3249.27499389648,6,"FGFR1","0"
"129",2,0,10078.9154188368,140006.215559218,2873.35986328125,3250.66000366211,6,"FGF18","0"
"130",2,0,10097.0055067274,140021.555555556,2891.44995117188,3266,6,"MZT2A","Membrane"
"131",2,0,10089.2555067274,140015.505567763,2883.69995117188,3259.95001220703,7,"FGF9","0"
"132",2,0,10089.0721571181,140004.655561659,2883.5166015625,3249.10000610352,7,"FGFR1","0"
"133",2,329,10091.6270555556,140061.312695556,2886.0715,3305.75714,1,"AGR2","Cytoplasm"
"134",2,329,10081.6890555556,140069.788925556,2876.1335,3314.23337,1,"STMN1","Cytoplasm"
"135",2,329,10086.9055555556,140063.305555556,2881.35,3307.75,1,"CALM2","Membrane"
"136",2,329,10082.5955555556,140056.955555556,2877.04,3301.4,1,"IGF2R","Membrane"
"137",2,329,10074.0555555556,140094.288895556,2868.5,3338.73334,1,"CALM2","Membrane"
"138",2,329,10095.2445555556,140040.033305556,2889.689,3284.47775,1,"CD40","Cytoplasm"
"139",2,329,10091.7052555556,140037.555555556,2886.1497,3282,1,"TNFRSF10B","Cytoplasm"
"140",2,329,10075.7332555556,140099.555585556,2870.1777,3344.00003,1,"TUBB","Cytoplasm"
"141",2,329,10087.8270555556,140064.955555556,2882.2715,3309.4,1,"EZR","Membrane"
"142",2,329,10086.2723555556,140064.638855556,2880.7168,3309.0833,1,"CALM2","Membrane"
"143",2,329,10098.6885555556,140069.422225556,2893.133,3313.86667,1,"DPP4","Nuclear"
"144",2,329,10096.1305555556,140046.080515556,2890.575,3290.52496,1,"CSF3","Cytoplasm"
"145",2,329,10097.4805555556,140074.280535556,2891.925,3318.72498,1,"RPL32","Nuclear"
"146",2,329,10094.2699555556,140045.669855556,2888.7144,3290.1143,1,"COL18A1","Cytoplasm"
"147",2,329,10083.5955555556,140050.575575556,2878.04,3295.02002,1,"FKBP11","Cytoplasm"
"148",2,329,10092.8888555556,140080.455555556,2887.3333,3324.9,1,"HSPB1","Cytoplasm"
"149",2,329,10098.6355555556,140068.355555556,2893.08,3312.8,1,"DPP4","Nuclear"
"150",2,329,10083.9430555556,140042.168055556,2878.3875,3286.6125,1,"CXCL5","Cytoplasm"
"151",2,329,10086.7843555556,140042.955515556,2881.2288,3287.39996,1,"PPARD","Membrane"
"152",2,329,10085.8985555556,140077.398415556,2880.343,3321.84286,1,"HDAC1","Membrane"
"153",2,329,10093.9255555556,140067.015575556,2888.37,3311.46002,1,"PTGES3","Nuclear"
"154",2,329,10096.1555555556,140058.455555556,2890.6,3302.9,1,"NPPC","Cytoplasm"
"155",2,329,10090.4356555556,140066.975535556,2884.8801,3311.41998,1,"STMN1","Cytoplasm"
"156",2,329,10096.6556532118,140076.630567763,2891.10009765625,3321.07501220703,0,"TUBB","Nuclear"
"157",2,329,10078.6556532118,140076.605543349,2873.10009765625,3321.04998779297,0,"IL12B","Cytoplasm"
"158",2,329,10082.1356336806,140070.895551893,2876.580078125,3315.33999633789,0,"FFAR4","Cytoplasm"
"159",2,329,10085.5413953993,140028.412702772,2879.98583984375,3272.8571472168,0,"NegPrb3","Cytoplasm"
"160",2,329,10082.7303602431,140049.45557997,2877.1748046875,3293.90002441406,0,"PRSS2","Cytoplasm"
"161",2,329,10075.3250868056,140098.8170912,2869.76953125,3343.26153564453,0,"TUBB","Cytoplasm"
"162",2,329,10098.7413465712,140050.784101698,2893.18579101562,3295.22854614258,0,"CASR","Cytoplasm"
"163",2,329,10094.1112196181,140061.111097548,2888.5556640625,3305.55554199219,0,"NRG4","Cytoplasm"
"164",2,329,10095.4464246962,140081.055555556,2889.89086914062,3325.5,0,"CLU","Nuclear"
"165",2,329,10082.7000868056,140076.711103651,2877.14453125,3321.1555480957,0,"COL6A3","Membrane"
"166",2,329,10088.2555067274,140044.405592177,2882.69995117188,3288.85003662109,0,"CLEC4D","Membrane"
"167",2,329,10089.7254774306,140046.795576308,2884.169921875,3291.24002075195,0,"MALAT1","Membrane"
"168",2,329,10098.9622938368,140026.128919813,2893.40673828125,3270.57336425781,0,"MALAT1","Cytoplasm"
"169",2,329,10071.8839246962,140097.498426649,2866.32836914062,3341.94287109375,0,"CALM2","Cytoplasm"
"170",2,329,10082.4056532118,140063.455549452,2876.85009765625,3307.89999389648,0,"B2M","Membrane"
"171",2,329,10093.3055555556,140032.030561659,2887.75,3276.47500610352,0,"TYK2","Membrane"
"172",2,329,10087.4391004774,140039.505537245,2881.88354492188,3283.94998168945,0,"LGALS1","Membrane"
"173",2,329,10093.7757703993,140055.835523817,2888.22021484375,3300.27996826172,0,"TUBB","Cytoplasm"
"174",2,329,10068.3888075087,140095.588880751,2862.83325195312,3340.03332519531,0,"SFN","Cytoplasm"
"175",2,329,10083.0721571181,140072.372205946,2877.5166015625,3316.81665039062,0,"HSPA1B","Membrane"
"176",2,329,10073.9681532118,140099.368055556,2868.41259765625,3343.8125,0,"H4C3","Cytoplasm"
"177",2,329,10082.9354383681,140048.79554579,2877.3798828125,3293.23999023438,0,"LYN","Cytoplasm"
"178",2,329,10088.1178114149,140038.205549452,2882.56225585938,3282.64999389648,0,"LGALS1","Membrane"
"179",2,329,10089.3807508681,140078.130567763,2883.8251953125,3322.57501220703,0,"HSP90AA1","Membrane"
"180",2,329,10082.7054578993,140051.605573866,2877.14990234375,3296.05001831055,0,"HSP90AA1","Cytoplasm"
"181",2,329,10088.2555067274,140073.293043349,2882.69995117188,3317.73748779297,0,"RPL22","Membrane"
"182",2,329,10072.4305555556,140098.030561659,2866.875,3342.47500610352,0,"STMN1","Cytoplasm"
"183",2,329,10094.0777723524,140084.633314345,2888.52221679688,3329.07775878906,0,"RGS5","Nuclear"
"184",2,329,10085.9698621962,140077.755537245,2880.41430664062,3322.19998168945,0,"HDAC1","Membrane"
"185",2,329,10098.7755262587,140057.955549452,2893.21997070312,3302.39999389648,0,"ITGAV","Cytoplasm"
"186",2,329,10098.3270399306,140051.726972792,2892.771484375,3296.17141723633,0,"CASR","Cytoplasm"
"187",2,329,10093.7223036024,140062.155561659,2888.16674804688,3306.60000610352,0,"TYK2","Cytoplasm"
"188",2,329,10074.6126844618,140094.555555556,2869.05712890625,3339,0,"JAG1","Membrane"
"189",2,329,10098.6412489149,140035.698408339,2893.08569335938,3280.1428527832,4,"ETS1","Membrane"
"190",2,329,10092.8307020399,140050.493055556,2887.27514648438,3294.9375,4,"HSP90AA1","Cytoplasm"
"191",2,329,10071.8841688368,140096.0698683,2866.32861328125,3340.51431274414,4,"HLA-A","Cytoplasm"
"192",2,329,10099.1056043837,140050.705549452,2893.55004882812,3295.14999389648,4,"RAMP1","Cytoplasm"
"193",2,329,10099.9054090712,140033.580549452,2894.34985351562,3278.02499389648,4,"PTGES","Membrane"
"194",2,329,10096.5055067274,140079.668043349,2890.94995117188,3324.11248779297,4,"HSP90AB1","Nuclear"
"195",2,329,10085.8753797743,140060.115553114,2880.31982421875,3304.55999755859,4,"GDF9","Membrane"
"196",2,329,10085.6356336806,140039.835554335,2880.080078125,3284.2799987793,4,"TYK2","Cytoplasm"
"197",2,329,10094.6056043837,140026.825575087,2889.05004882812,3271.27001953125,4,"BCL2L1","Membrane"
"198",2,329,10094.3888075087,140044.833326552,2888.83325195312,3289.27777099609,4,"IFITM1","Cytoplasm"
"199",2,329,10095.8556043837,140033.822248671,2890.30004882812,3278.26669311523,4,"CASP3","Cytoplasm"
"200",2,329,10091.3055555556,140091.95557997,2885.75,3336.40002441406,4,"TUBB","Nuclear"
"201",2,329,10080.3224012587,140076.422224257,2874.76684570312,3320.86666870117,4,"CLDN4","Cytoplasm"
"202",2,329,10098.2557508681,140084.322248671,2892.7001953125,3328.76669311523,4,"MT2A","Nuclear"
"203",2,329,10089.0306532118,140047.255567763,2883.47509765625,3291.70001220703,4,"HLA-B","Membrane"
"204",2,329,10096.7555067274,140042.795576308,2891.19995117188,3287.24002075195,4,"BRCA1","Cytoplasm"
"205",2,329,10088.8682996962,140030.380537245,2883.31274414062,3274.82498168945,4,"CDKN3","Membrane"
"206",2,329,10087.6270887587,140097.669843886,2882.07153320312,3342.11428833008,4,"NDRG1","Cytoplasm"
"207",2,329,10082.0155164931,140074.955549452,2876.4599609375,3319.39999389648,4,"CLOCK","Cytoplasm"
"208",2,329,10092.3353407118,140037.585584852,2886.77978515625,3282.03002929688,4,"S100A6","Cytoplasm"
"209",2,329,10097.8055555556,140074.380537245,2892.25,3318.82498168945,4,"TUBB4B","Nuclear"
"210",2,329,10089.4154188368,140070.755567763,2883.85986328125,3315.20001220703,4,"IGHM","Membrane"
"211",2,329,10090.1305067274,140076.430555556,2884.57495117188,3320.875,4,"XCL1","Membrane"
"212",2,329,10092.2179090712,140034.630567763,2886.66235351562,3279.07501220703,4,"MZT2A","Cytoplasm"
"213",2,329,10095.7955457899,140067.055555556,2890.23999023438,3311.5,4,"LCN2","Nuclear"
"214",2,329,10080.3697645399,140076.941297743,2874.81420898438,3321.3857421875,4,"GSTP1","Cytoplasm"
"215",2,329,10096.7223036024,140043.188886854,2891.16674804688,3287.63333129883,4,"MZT2A","Cytoplasm"
"216",2,329,10085.4181043837,140061.330549452,2879.86254882812,3305.77499389648,4,"IFI27","Membrane"
"217",2,329,10098.7679578993,140053.543043349,2893.21240234375,3297.98748779297,-1,"GPX1","Cytoplasm"
"218",2,329,10088.8807508681,140039.255537245,2883.3251953125,3283.69998168945,-1,"FKBP11","Membrane"
"219",2,329,10070.1695692274,140094.198408339,2864.61401367188,3338.6428527832,-1,"EIF5A","Membrane"
"220",2,329,10083.1983778212,140062.055555556,2877.64282226562,3306.5,-1,"B2M","Membrane"
"221",2,329,10094.1720106337,140031.605512831,2888.61645507812,3276.04995727539,-1,"TYK2","Membrane"
"222",2,329,10099.6410047743,140062.112684462,2894.08544921875,3306.55712890625,-1,"ATG12","Nuclear"
"223",2,329,10083.8304578993,140071.443067763,2878.27490234375,3315.88751220703,-1,"HSPA1B","Cytoplasm"
"224",2,329,10090.9696180556,140081.598432753,2885.4140625,3326.04287719727,-1,"TUBB4B","Cytoplasm"
"225",2,329,10072.4415418837,140097.827009413,2866.88598632812,3342.27145385742,-1,"STMN1","Cytoplasm"
"226",2,329,10099.3719618056,140046.305555556,2893.81640625,3290.75,-1,"ACKR4","Cytoplasm"
"227",2,329,10095.6983778212,140027.426954481,2890.14282226562,3271.87139892578,-1,"MZT2A","Membrane"
"228",2,329,10094.1754286024,140073.235548231,2888.61987304688,3317.67999267578,-1,"B2M","Nuclear"
"229",2,329,10096.6556532118,140049.215559218,2891.10009765625,3293.66000366211,-1,"IDO1","Cytoplasm"
"230",2,329,10085.1056043837,140039.638899061,2879.55004882812,3284.08334350586,-1,"HMGB2","Cytoplasm"
"231",2,329,10097.5389539931,140046.105573866,2891.9833984375,3290.55001831055,-1,"MALAT1","Cytoplasm"
"232",2,329,10095.3556043837,140076.615553114,2889.80004882812,3321.05999755859,-1,"TYK2","Nuclear"
"233",2,329,10085.6556532118,140049.205549452,2880.10009765625,3293.64999389648,-1,"LDLR","Membrane"
"234",2,329,10097.1432020399,140038.955549452,2891.58764648438,3283.39999389648,-1,"ANGPT1","Cytoplasm"
"235",2,329,10090.3055555556,140079.430555556,2884.75,3323.875,-1,"CSK","Cytoplasm"
"236",2,329,10090.1556532118,140036.215559218,2884.60009765625,3280.66000366211,-1,"MZT2A","Membrane"
"237",2,329,10088.9723036024,140044.055586073,2883.41674804688,3288.50003051758,-1,"SOX4","Membrane"
"238",2,329,10091.4957411024,140052.895551893,2885.94018554688,3297.33999633789,-1,"HLA-B","Cytoplasm"
"239",2,329,10097.1456434462,140048.12556288,2891.59008789062,3292.57000732422,-1,"IDO1","Cytoplasm"
"240",2,329,10093.0155164931,140032.555555556,2887.4599609375,3277,-1,"TYK2","Cytoplasm"
"241",2,329,10096.4754774306,140028.435560438,2890.919921875,3272.88000488281,5,"SMAD4","Membrane"
"242",2,329,10075.1856825087,140082.635572645,2869.63012695312,3327.08001708984,5,"H4C3","Cytoplasm"
"243",2,329,10098.1805555556,140042.568037245,2892.625,3287.01248168945,5,"TLR3","Cytoplasm"
"244",2,329,10088.2557508681,140056.238874647,2882.7001953125,3300.6833190918,5,"FZD5","Membrane"
"245",2,329,10099.8556043837,140035.369825575,2894.30004882812,3279.81427001953,5,"XBP1","Membrane"
"246",2,329,10088.7464735243,140054.073744032,2883.19091796875,3298.51818847656,5,"MALAT1","Membrane"
"247",2,329,10082.0955946181,140044.235548231,2876.5400390625,3288.67999267578,5,"NANOG","Cytoplasm"
"248",2,329,10097.1554090712,140046.66386244,2891.59985351562,3291.10830688477,5,"FZD7","Cytoplasm"
