"cell_id","vertex_x","vertex_y"
1,1558.05,2526.4126
1,1556.775,2527.9
1,1556.775,2529.175
1,1554.65,2531.5125
1,1554.65,2533.425
1,1555.7125,2534.9126
1,1558.2625,2536.1875
1,1561.025,2535.7625
1,1562.725,2533.85
1,1562.3,2528.1125
1,1561.45,2527.05
1,1559.325,2526.4126
1,1558.05,2526.4126
2,1562.725,2535.55
2,1558.05,2536.825
2,1556.9875,2537.675
2,1556.35,2539.1626
2,1556.35,2541.5
2,1556.775,2542.1375
2,1561.025,2543.8374
2,1564.0,2543.625
2,1565.0625,2542.775
2,1566.3375,2540.4375
2,1565.275,2537.4624
2,1563.3625,2535.55
2,1562.725,2535.55
3,1571.225,2528.325
3,1565.4875,2531.3
3,1564.0,2532.7876
3,1563.7875,2534.275
3,1564.425,2535.7625
3,1566.7625,2537.25
3,1571.65,2536.1875
3,1574.4125,2533.0
3,1574.8375,2531.9375
3,1574.625,2530.2375
3,1573.35,2528.9624
3,1571.8625,2528.325
3,1571.225,2528.325
4,1575.475,2541.075
4,1572.925,2541.5
4,1571.0125,2542.9875
4,1571.0125,2546.175
4,1572.2875,2548.725
4,1573.775,2550.425
4,1575.05,2550.425
4,1577.3875,2549.3625
4,1579.0875,2546.3875
4,1578.875,2543.4126
4,1577.8125,2542.1375
4,1575.9,2541.075
4,1575.475,2541.075
5,1579.725,2549.15
5,1577.6,2550.85
5,1576.1125,2555.3125
5,1576.75,2558.7124
5,1579.3,2561.2625
5,1582.0625,2561.05
5,1583.7625,2560.4126
5,1585.4625,2557.225
5,1585.4625,2554.4624
5,1584.825,2552.3374
5,1583.7625,2550.6375
5,1581.85,2549.15
5,1579.725,2549.15
6,1579.9375,2527.475
6,1578.2375,2528.75
6,1577.3875,2531.5125
6,1578.025,2532.7876
6,1580.7875,2534.0625
6,1581.85,2534.0625
6,1583.55,2533.2124
6,1584.1875,2532.575
6,1584.825,2531.0874
6,1584.6125,2528.5376
6,1583.975,2527.9
6,1582.275,2527.475
6,1579.9375,2527.475
7,1598.0,2533.2124
7,1594.6,2535.3374
7,1592.9,2539.375
7,1593.5375,2541.2876
7,1595.45,2543.2
7,1597.7875,2544.2625
7,1599.9125,2543.8374
7,1600.975,2542.775
7,1601.1875,2538.95
7,1602.25,2537.0376
7,1601.825,2535.125
7,1599.275,2533.2124
7,1598.0,2533.2124
8,1619.0375,2532.7876
8,1616.9125,2533.6375
8,1615.2125,2536.6125
8,1615.2125,2538.525
8,1615.6375,2539.375
8,1616.4875,2540.225
8,1618.1875,2540.8625
8,1622.0125,2540.4375
